"","CBSA","MDIV","STCOU","NAME","LSAD","CENSUS2010POP","ESTIMATESBASE2010","POPESTIMATE2010","POPESTIMATE2011","POPESTIMATE2012","POPESTIMATE2013","POPESTIMATE2014","POPESTIMATE2015","POPESTIMATE2016","POPESTIMATE2017","NPOPCHG_2010","NPOPCHG_2011","NPOPCHG_2012","NPOPCHG_2013","NPOPCHG_2014","NPOPCHG_2015","NPOPCHG_2016","NPOPCHG_2017","BIRTHS2010","BIRTHS2011","BIRTHS2012","BIRTHS2013","BIRTHS2014","BIRTHS2015","BIRTHS2016","BIRTHS2017","DEATHS2010","DEATHS2011","DEATHS2012","DEATHS2013","DEATHS2014","DEATHS2015","DEATHS2016","DEATHS2017","NATURALINC2010","NATURALINC2011","NATURALINC2012","NATURALINC2013","NATURALINC2014","NATURALINC2015","NATURALINC2016","NATURALINC2017","INTERNATIONALMIG2010","INTERNATIONALMIG2011","INTERNATIONALMIG2012","INTERNATIONALMIG2013","INTERNATIONALMIG2014","INTERNATIONALMIG2015","INTERNATIONALMIG2016","INTERNATIONALMIG2017","DOMESTICMIG2010","DOMESTICMIG2011","DOMESTICMIG2012","DOMESTICMIG2013","DOMESTICMIG2014","DOMESTICMIG2015","DOMESTICMIG2016","DOMESTICMIG2017","NETMIG2010","NETMIG2011","NETMIG2012","NETMIG2013","NETMIG2014","NETMIG2015","NETMIG2016","NETMIG2017","RESIDUAL2010","RESIDUAL2011","RESIDUAL2012","RESIDUAL2013","RESIDUAL2014","RESIDUAL2015","RESIDUAL2016","RESIDUAL2017"
"1",10180,NA,NA,"Abilene, TX","Metropolitan Statistical Area",165252,165248,165583,166633,167452,167426,168143,169478,169733,170219,335,1050,819,-26,717,1335,255,486,540,2295,2358,2390,2382,2417,2400,2375,407,1506,1586,1694,1598,1698,1741,1717,133,789,772,696,784,719,659,658,84,213,502,347,335,411,349,279,122,62,-447,-1089,-385,223,-751,-446,206,275,55,-742,-50,634,-402,-167,-4,-14,-8,20,-17,-18,-2,-5
"2",10420,NA,NA,"Akron, OH","Metropolitan Statistical Area",703200,703203,703037,703152,702066,703085,704311,703530,702556,703505,-166,115,-1086,1019,1226,-781,-974,949,1977,7568,7497,7545,7704,7562,7449,7342,1611,6663,7010,6992,6850,7452,7232,7138,366,905,487,553,854,110,217,204,231,1176,1162,1304,1568,1665,1660,1647,-729,-1917,-2699,-765,-1093,-2500,-2847,-877,-498,-741,-1537,539,475,-835,-1187,770,-34,-49,-36,-73,-103,-56,-4,-25
"3",10500,NA,NA,"Albany, GA","Metropolitan Statistical Area",157308,157500,157596,157875,157369,156025,155293,153686,152440,151434,96,279,-506,-1344,-732,-1607,-1246,-1006,545,2335,2183,2211,2061,2032,1927,1881,410,1242,1396,1459,1415,1451,1514,1492,135,1093,787,752,646,581,413,389,17,58,113,123,125,149,139,136,-58,-868,-1428,-2259,-1518,-2362,-1799,-1532,-41,-810,-1315,-2136,-1393,-2213,-1660,-1396,2,-4,22,40,15,25,1,1
"4",10540,NA,NA,"Albany, OR","Metropolitan Statistical Area",116672,116672,116878,118112,118242,118388,119025,120210,122700,125047,206,1234,130,146,637,1185,2490,2347,387,1453,1445,1378,1453,1471,1543,1555,260,1126,1124,1137,1215,1292,1318,1301,127,327,321,241,238,179,225,254,16,20,-6,-33,-14,-9,-2,-3,73,879,-165,-43,421,1015,2265,2090,89,899,-171,-76,407,1006,2263,2087,-10,8,-20,-19,-8,0,2,6
"5",10580,NA,NA,"Albany-Schenectady-Troy, NY","Metropolitan Statistical Area",870716,870720,871159,873206,875586,878628,880140,881551,882801,886188,439,2047,2380,3042,1512,1411,1250,3387,2376,9102,9116,9198,9170,9065,8882,8848,1791,7627,7652,7766,7550,7906,7792,7980,585,1475,1464,1432,1620,1159,1090,868,515,2209,2476,2403,2537,2748,2749,2650,-621,-1551,-1464,-731,-2566,-2436,-2583,-115,-106,658,1012,1672,-29,312,166,2535,-40,-86,-96,-62,-79,-60,-6,-16
"6",10740,NA,NA,"Albuquerque, NM","Metropolitan Statistical Area",887077,887061,889570,896838,900368,902083,902069,903489,906877,910726,2509,7268,3530,1715,-14,1420,3388,3849,2762,11173,11024,10724,10473,10391,10227,10175,1419,6717,6611,6824,7017,7330,7629,7648,1343,4456,4413,3900,3456,3061,2598,2527,205,759,1141,857,1040,1277,1249,1194,965,2095,-1912,-2986,-4439,-2862,-443,168,1170,2854,-771,-2129,-3399,-1585,806,1362,-4,-42,-112,-56,-71,-56,-16,-40
"7",10780,NA,NA,"Alexandria, LA","Metropolitan Statistical Area",153922,153922,154107,154374,154436,154639,154633,154272,154394,153984,185,267,62,203,-6,-361,122,-410,500,2039,2026,2008,2142,2120,2080,2000,374,1481,1586,1728,1554,1695,1625,1611,126,558,440,280,588,425,455,389,33,97,137,127,142,163,165,164,39,-374,-502,-189,-724,-941,-497,-962,72,-277,-365,-62,-582,-778,-332,-798,-13,-14,-13,-15,-12,-8,-1,-1
"8",10900,NA,NA,"Allentown-Bethlehem-Easton, PA-NJ","Metropolitan Statistical Area",821173,821272,821963,824980,826634,826533,829625,832011,835233,840550,691,3017,1654,-101,3092,2386,3222,5317,2191,8715,8654,8633,8681,8460,8582,8521,1957,7882,7660,8172,7817,8392,8012,7949,234,833,994,461,864,68,570,572,453,2230,2453,2704,3098,3257,3368,3369,114,22,-1721,-3236,-762,-849,-699,1420,567,2252,732,-532,2336,2408,2669,4789,-110,-68,-72,-30,-108,-90,-17,-44
"9",11020,NA,NA,"Altoona, PA","Metropolitan Statistical Area",127089,127076,127030,126989,126593,125977,125502,124818,123927,123457,-46,-41,-396,-616,-475,-684,-891,-470,361,1388,1340,1385,1353,1336,1310,1285,387,1595,1502,1666,1526,1638,1639,1649,-26,-207,-162,-281,-173,-302,-329,-364,7,13,23,14,27,28,25,24,-9,173,-240,-338,-311,-401,-583,-123,-2,186,-217,-324,-284,-373,-558,-99,-18,-20,-17,-11,-18,-9,-4,-7
"10",11100,NA,NA,"Amarillo, TX","Metropolitan Statistical Area",251933,251933,252674,255992,257777,258847,260662,261508,263036,264925,741,3318,1785,1070,1815,846,1528,1889,939,3784,3703,3884,3954,3853,3653,3662,600,2154,2199,2350,2316,2400,2387,2315,339,1630,1504,1534,1638,1453,1266,1347,123,625,696,690,781,861,891,892,276,1056,-428,-1196,-624,-1486,-628,-350,399,1681,268,-506,157,-625,263,542,3,7,13,42,20,18,-1,0
"11",11180,NA,NA,"Ames, IA","Metropolitan Statistical Area",89542,89542,89627,90797,91730,93462,95310,96348,96816,97502,85,1170,933,1732,1848,1038,468,686,257,990,906,956,952,895,893,890,86,494,437,477,536,505,521,514,171,496,469,479,416,390,372,376,112,612,639,747,860,904,918,910,-207,61,-167,494,562,-245,-826,-604,-95,673,472,1241,1422,659,92,306,9,1,-8,12,10,-11,4,4
"12",11260,NA,NA,"Anchorage, AK","Metropolitan Statistical Area",380821,380821,383108,388012,392201,396934,398400,399082,401499,400888,2287,4904,4189,4733,1466,682,2417,-611,1483,6121,5900,6046,6170,6154,6052,6047,418,2017,2022,2136,2142,2268,2391,2362,1065,4104,3878,3910,4028,3886,3661,3685,326,817,1458,1195,1081,1251,1005,855,843,0,-1174,-378,-3747,-4560,-2260,-5176,1169,817,284,817,-2666,-3309,-1255,-4321,53,-17,27,6,104,105,11,25
"13",11460,NA,NA,"Ann Arbor, MI","Metropolitan Statistical Area",344791,345066,345515,349102,351333,354714,358635,361815,364752,367627,449,3587,2231,3381,3921,3180,2937,2875,977,3823,3780,3665,3750,3652,3688,3669,548,2059,2077,2140,2150,2167,2244,2349,429,1764,1703,1525,1600,1485,1444,1320,416,1748,1853,1944,2133,2252,2282,2265,-390,115,-1309,-42,248,-510,-792,-701,26,1863,544,1902,2381,1742,1490,1564,-6,-40,-16,-46,-60,-47,3,-9
"14",11500,NA,NA,"Anniston-Oxford-Jacksonville, AL","Metropolitan Statistical Area",118572,118586,118466,117785,117219,116482,115941,115505,114980,114728,-120,-681,-566,-737,-541,-436,-525,-252,317,1383,1358,1308,1317,1387,1343,1342,313,1326,1356,1411,1392,1454,1450,1427,4,57,2,-103,-75,-67,-107,-85,-3,27,43,24,73,77,82,82,-112,-773,-603,-654,-532,-436,-498,-247,-115,-746,-560,-630,-459,-359,-416,-165,-9,8,-8,-4,-7,-10,-2,-2
"15",11540,NA,NA,"Appleton, WI","Metropolitan Statistical Area",225666,225666,225940,227552,228676,229973,231595,233131,234302,236126,274,1612,1124,1297,1622,1536,1171,1824,745,2945,2841,2814,2763,2891,2820,2814,370,1532,1545,1556,1657,1782,1744,1662,375,1413,1296,1258,1106,1109,1076,1152,34,165,197,216,232,254,260,260,-124,48,-348,-151,310,204,-163,426,-90,213,-151,65,542,458,97,686,-11,-14,-21,-26,-26,-31,-2,-14
"16",11700,NA,NA,"Asheville, NC","Metropolitan Statistical Area",424858,424856,425340,428230,431145,436077,440039,444952,450914,456145,484,2890,2915,4932,3962,4913,5962,5231,1068,4350,4396,4435,4347,4602,4470,4544,1132,4517,4411,4741,4703,5020,5055,4991,-64,-167,-15,-306,-356,-418,-585,-447,44,176,32,95,165,235,253,252,506,2840,2881,5053,4080,5040,6291,5407,550,3016,2913,5148,4245,5275,6544,5659,-2,41,17,90,73,56,3,19
"17",12020,NA,NA,"Athens-Clarke County, GA","Metropolitan Statistical Area",192541,192564,193446,194508,196169,197731,198650,202824,205421,209271,882,1062,1661,1562,919,4174,2597,3850,591,2245,2217,2207,2202,2205,2220,2219,349,1259,1231,1307,1386,1420,1383,1403,242,986,986,900,816,785,837,816,95,422,381,450,475,526,536,533,486,-341,268,223,-399,2819,1226,2491,581,81,649,673,76,3345,1762,3024,59,-5,26,-11,27,44,-2,10
"18",12060,NA,NA,"Atlanta-Sandy Springs-Roswell, GA","Metropolitan Statistical Area",5286728,5286743,5303327,5373016,5451561,5517034,5605117,5702331,5795723,5884736,16584,69689,78545,65473,88083,97214,93392,89013,18140,73829,72546,71144,72496,73722,73664,73810,7720,32052,31378,33663,34076,36003,37668,38540,10420,41777,41168,37481,38420,37719,35996,35270,3758,16196,15957,15858,17960,20107,20520,20451,2099,11531,21137,12005,31800,39452,36857,33288,5857,27727,37094,27863,49760,59559,57377,53739,307,185,283,129,-97,-64,19,4
"19",12100,NA,NA,"Atlantic City-Hammonton, NJ","Metropolitan Statistical Area",274549,274540,274761,275107,275732,275954,274842,273088,270830,269918,221,346,625,222,-1112,-1754,-2258,-912,803,3413,3380,3237,3182,3014,2910,2862,546,2571,2465,2651,2535,2633,2817,2758,257,842,915,586,647,381,93,104,326,1535,1496,1355,1462,1590,1622,1609,-352,-2049,-1792,-1714,-3268,-3764,-3976,-2630,-26,-514,-296,-359,-1806,-2174,-2354,-1021,-10,18,6,-5,47,39,3,5
"20",12220,NA,NA,"Auburn-Opelika, AL","Metropolitan Statistical Area",140247,140296,140806,144117,148318,151445,154211,156740,158983,161604,510,3311,4201,3127,2766,2529,2243,2621,412,1631,1662,1830,1831,1912,1956,1947,238,804,880,1042,1118,1087,1023,1048,174,827,782,788,713,825,933,899,113,469,586,504,536,590,572,550,216,1975,2768,1804,1492,1112,735,1166,329,2444,3354,2308,2028,1702,1307,1716,7,40,65,31,25,2,3,6
"21",12260,NA,NA,"Augusta-Richmond County, GA-SC","Metropolitan Statistical Area",564873,564873,566492,570777,576149,579670,583198,589688,594889,600151,1619,4285,5372,3521,3528,6490,5201,5262,1783,7398,7561,7191,7502,7462,7672,7610,1220,4952,4871,5196,5255,5247,5566,5589,563,2446,2690,1995,2247,2215,2106,2021,239,466,1042,680,672,917,693,515,800,1295,1595,792,651,3349,2407,2741,1039,1761,2637,1472,1323,4266,3100,3256,17,78,45,54,-42,9,-5,-15
"22",12420,NA,NA,"Austin-Round Rock, TX","Metropolitan Statistical Area",1716289,1716320,1727495,1780610,1834566,1883528,1942255,2000784,2060558,2115827,11175,53115,53956,48962,58727,58529,59774,55269,6157,25240,24839,25351,26079,26832,27063,27400,1969,8317,8433,9039,9122,9706,10509,10609,4188,16923,16406,16312,16957,17126,16554,16791,1101,5300,5417,6014,7020,8043,8231,8185,5415,30050,31213,26093,33795,32780,34885,30120,6516,35350,36630,32107,40815,40823,43116,38305,471,842,920,543,955,580,104,173
"23",12540,NA,NA,"Bakersfield, CA","Metropolitan Statistical Area",839631,839621,841116,848767,855237,864014,871895,879607,885086,893119,1495,7651,6470,8777,7881,7712,5479,8033,3488,14411,14209,14414,14092,14092,13757,13643,1364,5397,5234,5651,5600,5827,5976,6050,2124,9014,8975,8763,8492,8265,7781,7593,303,1424,1536,1502,1694,2068,2105,2072,-962,-2748,-4091,-1433,-2203,-2544,-4415,-1622,-659,-1324,-2555,69,-509,-476,-2310,450,30,-39,50,-55,-102,-77,8,-10
"24",12580,NA,NA,"Baltimore-Columbia-Towson, MD","Metropolitan Statistical Area",2710489,2710603,2715503,2734969,2756285,2771586,2784424,2795036,2801028,2808175,4900,19466,21316,15301,12838,10612,5992,7147,8460,33971,33630,33437,33629,34532,33753,33546,5535,22607,22548,23651,23209,24219,25036,25453,2925,11364,11082,9786,10420,10313,8717,8093,2077,8408,8876,8290,8541,9553,9342,9050,116,-59,1667,-2525,-5814,-9026,-12049,-9920,2193,8349,10543,5765,2727,527,-2707,-870,-218,-247,-309,-250,-309,-228,-18,-76
"25",12620,NA,NA,"Bangor, ME","Metropolitan Statistical Area",153923,153920,153841,153713,153372,153075,152941,151934,151515,151957,-79,-128,-341,-297,-134,-1007,-419,442,416,1448,1481,1462,1452,1437,1409,1379,374,1438,1489,1596,1462,1584,1595,1567,42,10,-8,-134,-10,-147,-186,-188,19,96,107,97,85,96,87,86,-130,-221,-429,-239,-187,-955,-319,552,-111,-125,-322,-142,-102,-859,-232,638,-10,-13,-11,-21,-22,-1,-1,-8
"26",12700,NA,NA,"Barnstable Town, MA","Metropolitan Statistical Area",215888,215868,215877,215340,214787,214566,214279,213773,213440,213444,9,-537,-553,-221,-287,-506,-333,4,446,1650,1593,1541,1547,1481,1549,1519,707,2871,2680,2886,2862,2998,2835,2832,-261,-1221,-1087,-1345,-1315,-1517,-1286,-1313,89,240,347,261,294,317,318,307,200,464,231,879,763,721,650,1023,289,704,578,1140,1057,1038,968,1330,-19,-20,-44,-16,-29,-27,-15,-13
"27",12940,NA,NA,"Baton Rouge, LA","Metropolitan Statistical Area",802484,802500,804359,808105,813476,819304,824923,829719,835596,834159,1859,3746,5371,5828,5619,4796,5877,-1437,2569,10942,10881,11096,11271,11299,11232,11159,1419,6158,6224,6786,6829,7035,6916,7077,1150,4784,4657,4310,4442,4264,4316,4082,258,1004,1040,1038,1258,1407,1455,1443,430,-2066,-299,457,-82,-868,111,-6983,688,-1062,741,1495,1176,539,1566,-5540,21,24,-27,23,1,-7,-5,21
"28",12980,NA,NA,"Battle Creek, MI","Metropolitan Statistical Area",136146,136148,135941,135039,134605,134572,134602,134154,134178,134128,-207,-902,-434,-33,30,-448,24,-50,408,1662,1619,1682,1697,1670,1633,1620,451,1466,1451,1457,1456,1449,1478,1397,-43,196,168,225,241,221,155,223,39,149,242,228,299,317,321,318,-202,-1263,-846,-481,-497,-989,-451,-590,-163,-1114,-604,-253,-198,-672,-130,-272,-1,16,2,-5,-13,3,-1,-1
"29",13020,NA,NA,"Bay City, MI","Metropolitan Statistical Area",107771,107771,107676,107382,106930,106761,106025,105244,104481,104239,-95,-294,-452,-169,-736,-781,-763,-242,298,1152,1069,1029,1087,1031,1021,1019,309,1156,1188,1133,1146,1282,1170,1162,-11,-4,-119,-104,-59,-251,-149,-143,7,48,36,19,19,21,20,20,-81,-333,-359,-74,-694,-547,-632,-114,-74,-285,-323,-55,-675,-526,-612,-94,-10,-5,-10,-10,-2,-4,-2,-5
"30",13140,NA,NA,"Beaumont-Port Arthur, TX","Metropolitan Statistical Area",403190,403194,403697,405356,403895,405471,405754,408744,410909,412437,503,1659,-1461,1576,283,2990,2165,1528,1342,5229,5293,5514,5531,5745,5794,5680,837,3903,3890,4116,4246,4141,4284,4265,505,1326,1403,1398,1285,1604,1510,1415,103,453,467,558,677,772,790,790,-85,-75,-3410,-332,-1666,662,-127,-677,18,378,-2943,226,-989,1434,663,113,-20,-45,79,-48,-13,-48,-8,0
"31",13220,NA,NA,"Beckley, WV","Metropolitan Statistical Area",124898,124913,124959,125183,125014,124277,123291,122022,120361,118543,46,224,-169,-737,-986,-1269,-1661,-1818,374,1548,1540,1532,1459,1344,1286,1254,419,1627,1626,1737,1578,1708,1732,1736,-45,-79,-86,-205,-119,-364,-446,-482,23,54,47,51,59,62,61,61,77,257,-113,-577,-926,-965,-1275,-1399,100,311,-66,-526,-867,-903,-1214,-1338,-9,-8,-17,-6,0,-2,-1,2
"32",13380,NA,NA,"Bellingham, WA","Metropolitan Statistical Area",201140,201145,201520,203447,204878,206189,208112,211713,216274,221404,375,1927,1431,1311,1923,3601,4561,5130,608,2285,2259,2289,2221,2358,2311,2373,356,1430,1476,1600,1536,1528,1638,1636,252,855,783,689,685,830,673,737,76,346,320,313,368,412,415,421,73,736,354,328,886,2329,3466,3950,149,1082,674,641,1254,2741,3881,4371,-26,-10,-26,-19,-16,30,7,22
"33",13460,NA,NA,"Bend-Redmond, OR","Metropolitan Statistical Area",157733,157733,157740,159605,161343,165270,169497,174288,180675,186875,7,1865,1738,3927,4227,4791,6387,6200,426,1711,1666,1696,1751,1813,1775,1869,371,1217,1312,1333,1342,1394,1457,1478,55,494,354,363,409,419,318,391,-13,-74,-58,-20,9,20,19,19,-15,1433,1430,3523,3707,4279,6040,5753,-28,1359,1372,3503,3716,4299,6059,5772,-20,12,12,61,102,73,10,37
"34",13740,NA,NA,"Billings, MT","Metropolitan Statistical Area",158934,158934,159297,160622,162568,164783,166360,167531,168961,170498,363,1325,1946,2215,1577,1171,1430,1537,517,2085,2103,2053,2064,2134,2083,2083,394,1471,1441,1559,1447,1538,1620,1576,123,614,662,494,617,596,463,507,-1,3,25,-21,2,6,5,5,238,711,1255,1726,964,584,962,1034,237,714,1280,1705,966,590,967,1039,3,-3,4,16,-6,-15,0,-9
"35",13780,NA,NA,"Binghamton, NY","Metropolitan Statistical Area",251725,251737,251519,250321,249064,248323,247469,245615,243608,242217,-218,-1198,-1257,-741,-854,-1854,-2007,-1391,629,2527,2572,2554,2645,2573,2409,2386,555,2575,2480,2540,2526,2640,2534,2559,74,-48,92,14,119,-67,-125,-173,110,466,512,493,543,575,569,568,-400,-1632,-1880,-1246,-1524,-2382,-2453,-1789,-290,-1166,-1368,-753,-981,-1807,-1884,-1221,-2,16,19,-2,8,20,2,3
"36",13820,NA,NA,"Birmingham-Hoover, AL","Metropolitan Statistical Area",1128047,1128056,1128791,1130457,1133409,1138173,1141099,1144518,1146888,1149807,735,1666,2952,4764,2926,3419,2370,2919,3582,14800,14791,14481,14283,14729,14360,14188,2641,11219,11185,11703,11326,11960,11813,12032,941,3581,3606,2778,2957,2769,2547,2156,249,1103,849,870,928,1108,1115,1103,-450,-2949,-1441,1206,-790,-346,-1273,-296,-201,-1846,-592,2076,138,762,-158,807,-5,-69,-62,-90,-169,-112,-19,-44
"37",13900,NA,NA,"Bismarck, ND","Metropolitan Statistical Area",114778,114778,115253,117318,120233,123885,126704,129583,131397,132142,475,2065,2915,3652,2819,2879,1814,745,428,1592,1713,1742,1888,2006,1971,1964,272,963,962,982,988,1064,1082,1091,156,629,751,760,900,942,889,873,2,6,6,16,68,75,85,85,295,1406,2107,2816,1810,1836,840,-209,297,1412,2113,2832,1878,1911,925,-124,22,24,51,60,41,26,0,-4
"38",13980,NA,NA,"Blacksburg-Christiansburg-Radford, VA","Metropolitan Statistical Area",178237,178253,178530,178949,179572,180862,181357,181464,182635,182993,277,419,623,1290,495,107,1171,358,438,1613,1688,1735,1655,1636,1635,1597,274,1478,1469,1575,1538,1546,1489,1473,164,135,219,160,117,90,146,124,130,608,688,642,680,725,735,724,3,-329,-280,493,-294,-707,291,-498,133,279,408,1135,386,18,1026,226,-20,5,-4,-5,-8,-1,-1,8
"39",14010,NA,NA,"Bloomington, IL","Metropolitan Statistical Area",186133,186133,186398,187325,189016,191110,189944,188905,188847,188232,265,927,1691,2094,-1166,-1039,-58,-615,571,2332,2277,2387,2228,2267,2291,2272,344,1284,1201,1354,1305,1380,1384,1392,227,1048,1076,1033,923,887,907,880,117,510,534,547,600,647,651,644,-62,-624,106,520,-2744,-2608,-1620,-2150,55,-114,640,1067,-2144,-1961,-969,-1506,-17,-7,-25,-6,55,35,4,11
"40",14020,NA,NA,"Bloomington, IN","Metropolitan Statistical Area",159549,159541,160086,161603,162653,163039,164434,165056,166614,167825,545,1517,1050,386,1395,622,1558,1211,440,1465,1535,1498,1526,1576,1575,1588,307,1069,1058,1152,1039,1173,1138,1131,133,396,477,346,487,403,437,457,164,785,871,852,936,988,1006,994,238,333,-281,-809,-6,-768,111,-237,402,1118,590,43,930,220,1117,757,10,3,-17,-3,-22,-1,4,-3
"41",14100,NA,NA,"Bloomsburg-Berwick, PA","Metropolitan Statistical Area",85562,85563,85655,85415,85458,85563,85484,84950,84382,84204,92,-240,43,105,-79,-534,-568,-178,230,833,836,828,807,824,789,777,183,878,899,869,911,955,940,921,47,-45,-63,-41,-104,-131,-151,-144,22,109,84,47,69,71,76,76,33,-300,37,103,-27,-470,-493,-106,55,-191,121,150,42,-399,-417,-30,-10,-4,-15,-4,-17,-4,0,-4
"42",14260,NA,NA,"Boise City, ID","Metropolitan Statistical Area",616561,616568,617980,627349,637354,649140,662625,674310,690810,709845,1412,9369,10005,11786,13485,11685,16500,19035,2204,8645,8415,8522,8480,8751,8783,8774,810,4116,4114,4351,4343,4602,4711,4679,1394,4529,4301,4171,4137,4149,4072,4095,162,502,715,625,845,973,966,947,-98,4297,4932,6917,8360,6535,11448,13933,64,4799,5647,7542,9205,7508,12414,14880,-46,41,57,73,143,28,14,60
"43",14460,NA,NA,"Boston-Cambridge-Newton, MA-NH","Metropolitan Statistical Area",4552402,4552596,4565220,4608303,4653023,4699912,4741544,4775755,4805942,4836531,12624,43083,44720,46889,41632,34211,30187,30589,13282,52003,51147,51820,51586,51922,51397,51406,7975,34814,33657,34930,35144,37141,37207,37620,5307,17189,17490,16890,16442,14781,14190,13786,5929,26664,27660,29520,31968,34497,35345,35142,1634,-167,89,1041,-6102,-14604,-19349,-18252,7563,26497,27749,30561,25866,19893,15996,16890,-246,-603,-519,-562,-676,-463,1,-87
"44",14500,NA,NA,"Boulder, CO","Metropolitan Statistical Area",294567,294572,295930,300518,305028,309749,312505,317968,321173,322514,1358,4588,4510,4721,2756,5463,3205,1341,768,2999,2962,2957,2941,2866,2830,2840,346,1507,1578,1671,1701,1788,1783,1853,422,1492,1384,1286,1240,1078,1047,987,157,704,659,678,778,861,862,863,715,2364,2444,2732,783,3482,1293,-504,872,3068,3103,3410,1561,4343,2155,359,64,28,23,25,-45,42,3,-5
"45",14540,NA,NA,"Bowling Green, KY","Metropolitan Statistical Area",158599,158599,159309,160913,162296,164246,166221,169108,171839,174835,710,1604,1383,1950,1975,2887,2731,2996,497,1970,1991,2077,2058,2165,2196,2172,213,1407,1401,1469,1401,1494,1450,1457,284,563,590,608,657,671,746,715,84,421,456,539,639,691,704,698,321,624,345,802,691,1510,1280,1581,405,1045,801,1341,1330,2201,1984,2279,21,-4,-8,1,-12,15,1,2
"46",14740,NA,NA,"Bremerton-Silverdale, WA","Metropolitan Statistical Area",251133,251137,251658,254250,254306,252434,253381,259175,263109,266414,521,2592,56,-1872,947,5794,3934,3305,764,2962,3026,2874,2935,3041,3151,3127,505,2033,1919,2017,2084,2200,2247,2297,259,929,1107,857,851,841,904,830,101,145,556,292,248,373,275,153,180,1495,-1609,-3070,-108,4513,2752,2318,281,1640,-1053,-2778,140,4886,3027,2471,-19,23,2,49,-44,67,3,4
"47",14860,NA,NA,"Bridgeport-Stamford-Norwalk, CT","Metropolitan Statistical Area",916829,916846,919749,929398,936345,942865,946547,948116,949191,949921,2903,9649,6947,6520,3682,1569,1075,730,2721,10408,10197,10047,10065,10106,9989,9921,1513,6479,6322,6632,6539,6743,6768,6774,1208,3929,3875,3415,3526,3363,3221,3147,1266,5754,5269,5409,5503,6055,6237,6218,484,92,-2132,-2219,-5367,-7896,-8401,-8690,1750,5846,3137,3190,136,-1841,-2164,-2472,-55,-126,-65,-85,20,47,18,55
"48",15180,NA,NA,"Brownsville-Harlingen, TX","Metropolitan Statistical Area",406220,406219,407590,412917,415370,417095,418838,419579,421766,423725,1371,5327,2453,1725,1743,741,2187,1959,1817,7814,7362,7366,7359,7250,7103,7047,596,2321,2365,2455,2604,2651,2701,2739,1221,5493,4997,4911,4755,4599,4402,4308,49,530,365,586,730,961,1035,1047,138,-649,-2933,-3812,-3776,-4855,-3246,-3403,187,-119,-2568,-3226,-3046,-3894,-2211,-2356,-37,-47,24,40,34,36,-4,7
"49",15260,NA,NA,"Brunswick, GA","Metropolitan Statistical Area",112370,112368,112530,112945,113361,113860,114735,116020,116955,118119,162,415,416,499,875,1285,935,1164,335,1344,1270,1370,1311,1310,1323,1283,250,1081,1018,1140,1103,1172,1169,1208,85,263,252,230,208,138,154,75,22,97,123,113,137,152,162,163,59,67,31,156,535,991,620,926,81,164,154,269,672,1143,782,1089,-4,-12,10,0,-5,4,-1,0
"50",15380,NA,NA,"Buffalo-Cheektowaga-Niagara Falls, NY","Metropolitan Statistical Area",1135509,1135617,1135710,1136059,1135717,1136993,1137924,1136662,1134914,1136856,93,349,-342,1276,931,-1262,-1748,1942,3098,11938,11983,12228,12173,12552,12085,12182,2853,12118,11684,12174,12091,12390,12006,11959,245,-180,299,54,82,162,79,223,627,3013,3282,3473,3731,3942,3997,3972,-661,-2366,-3830,-2129,-2737,-5309,-5818,-2215,-34,647,-548,1344,994,-1367,-1821,1757,-118,-118,-93,-122,-145,-57,-6,-38
"51",15500,NA,NA,"Burlington, NC","Metropolitan Statistical Area",151131,151198,151490,152857,153471,154417,155698,157389,159325,162391,292,1367,614,946,1281,1691,1936,3066,479,1761,1706,1799,1728,1779,1841,1823,389,1456,1497,1588,1549,1632,1674,1604,90,305,209,211,179,147,167,219,30,135,99,124,151,184,188,188,175,927,330,625,957,1362,1581,2653,205,1062,429,749,1108,1546,1769,2841,-3,0,-24,-14,-6,-2,0,6
"52",15540,NA,NA,"Burlington-South Burlington, VT","Metropolitan Statistical Area",211261,211262,211514,212774,213744,214940,216182,216812,217429,218395,252,1260,970,1196,1242,630,617,966,576,2144,2237,2212,2272,2225,2212,2174,325,1402,1461,1487,1511,1653,1522,1510,251,742,776,725,761,572,690,664,50,352,411,588,676,736,736,732,-23,190,-183,-89,-157,-657,-809,-429,27,542,228,499,519,79,-73,303,-26,-24,-34,-28,-38,-21,0,-1
"53",15680,NA,NA,"California-Lexington Park, MD","Metropolitan Statistical Area",105151,105148,105764,107585,108831,109275,110016,111100,111835,112667,616,1821,1246,444,741,1084,735,832,364,1484,1391,1381,1391,1516,1429,1441,200,646,696,754,754,783,856,843,164,838,695,627,637,733,573,598,59,104,297,211,187,216,168,143,370,867,266,-391,-69,149,-7,96,429,971,563,-180,118,365,161,239,23,12,-12,-3,-14,-14,1,-5
"54",15940,NA,NA,"Canton-Massillon, OH","Metropolitan Statistical Area",404422,404428,404214,403291,403403,403281,403680,402435,401165,399927,-214,-923,112,-122,399,-1245,-1270,-1238,1141,4384,4322,4324,4589,4520,4485,4434,1016,4388,4255,4462,4265,4577,4393,4366,125,-4,67,-138,324,-57,92,68,44,120,134,136,160,176,174,174,-353,-1009,-29,-62,-15,-1330,-1530,-1469,-309,-889,105,74,145,-1154,-1356,-1295,-30,-30,-60,-58,-70,-34,-6,-11
